Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
13	-166498.16	26116.244	-121700.0	-219539.39	-207474.11	27363.295	-168352.34	-241315.9	180.0	180.0	64999	-1872.6552	1355.4424	3404.0264	-4516.645	-1872.4845	1355.497	3481.5527	-4512.3047	779.7077	142062.05	402.9828391075134
14	-172287.64	27964.979	-121491.16	-214406.77	-201063.05	21769.846	-165100.8	-231839.16	180.0	180.0	69999	-2913.6907	1832.3928	3414.6797	-5753.9688	-2913.5017	1832.4642	3479.857	-5701.1426	1773.4988	279185.9	436.3762471675873
15	-171705.03	21503.326	-131962.81	-214670.12	-214412.08	19685.059	-179360.27	-235829.52	180.0	180.0	74999	-4428.3613	2520.2876	3700.5698	-8570.881	-4428.2666	2520.3335	3732.214	-8538.09	3274.8772	436093.34	469.6880261898041
16	-175951.58	28222.467	-123495.836	-215604.58	-209483.47	31136.17	-160340.66	-247689.95	180.0	180.0	79999	-6420.0977	3402.342	4118.2266	-12431.943	-6420.094	3402.255	4136.8447	-12398.813	5264.8184	588541.56	502.87566590309143
17	-171769.3	28896.707	-133140.69	-217197.44	-200778.88	18667.857	-174811.66	-226638.27	180.0	180.0	84999	-8758.873	4424.7	4704.648	-16948.354	-8758.843	4424.6685	4753.322	-16931.996	7579.7646	746635.2	536.6478369235992
18	-174121.98	24655.066	-126145.43	-213147.98	-203955.4	18784.25	-164438.9	-229195.45	180.0	180.0	89999	-11136.822	5426.649	4939.6704	-20973.422	-11136.777	5426.685	4854.2695	-20955.855	9920.411	905152.3	571.1996800899506
19	-160848.53	26250.22	-124244.555	-216082.72	-198072.5	32958.5	-161004.84	-246303.16	180.0	180.0	94999	-13388.551	6332.394	5010.6797	-24155.611	-13388.539	6332.3535	5052.588	-24127.209	12151.432	985823.44	604.0123631954193
20	-164062.62	27725.38	-127033.02	-214894.33	-203874.12	28495.291	-160470.58	-235774.55	180.0	180.0	99999	-15294.782	7083.1055	5204.264	-27471.336	-15294.821	7083.0317	5342.808	-27392.242	14022.967	1101932.8	635.7606451511383
21	-120825.18	21734.514	-94219.13	-171375.62	-209674.98	25268.178	-163716.64	-246236.48	180.0	180.0	104999	-18147.129	8629.637	5311.9585	-42294.78	-18146.828	8630.447	5419.6143	-42730.223	17301.656	1105140.9	668.6140050888062
22	-115039.58	19151.55	-91621.06	-151483.38	-199143.66	18753.025	-171170.97	-229516.44	180.0	180.0	109999	-24628.773	10740.275	3443.4329	-49364.527	-24628.986	10740.023	3529.909	-48752.285	24163.576	960422.5	701.5265128612518
23	-112684.57	19973.992	-90871.07	-156592.0	-207453.6	29694.588	-160603.84	-244748.77	180.0	180.0	114999	-31639.123	11202.917	-1005.39813	-55950.266	-31638.94	11205.121	-1646.2689	-56067.62	31261.367	1107330.5	734.5249259471893
24	-119393.89	21976.969	-92680.9	-156439.69	-186492.84	20403.91	-165396.7	-237674.3	180.0	180.0	119999	-38307.22	10761.453	-8105.2266	-65843.73	-38306.785	10763.739	-8255.083	-67062.95	37963.35	1128329.9	767.4810380935669
25	-118611.555	21743.086	-92435.41	-152987.19	-213150.5	28273.904	-160252.4	-243603.88	180.0	180.0	124999	-44349.703	10239.906	-15927.949	-72278.68	-44349.473	10241.039	-16813.51	-73827.3	44017.28	1051435.9	800.4935119152069
26	-114965.19	16566.744	-88065.45	-148116.61	-196307.58	23123.418	-165789.31	-226432.98	180.0	180.0	129999	-49700.53	9890.707	-24288.266	-77336.484	-49700.402	9891.066	-24266.93	-77729.125	49376.242	897073.56	834.2675552368164
27	-117308.336	19441.12	-91779.914	-163594.25	-201472.44	20901.205	-176638.72	-228424.47	180.0	180.0	134999	-54038.99	9726.728	-30547.676	-82780.94	-54038.797	9727.036	-30614.176	-83156.42	53643.688	802520.4	869.6093850135803
28	-129001.89	17898.277	-109650.2	-172975.3	-196973.88	26172.89	-166369.1	-236657.97	180.0	180.0	139999	-55039.19	8609.025	-27439.533	-78519.945	-55039.867	8605.663	-26866.27	-79908.91	54396.94	415493.3	902.5673720836639
29	-115804.46	12045.885	-89544.36	-154001.11	-206271.55	21981.31	-169136.03	-234075.05	180.0	180.0	144999	-55794.44	7232.843	-29212.566	-76343.32	-55794.953	7230.6064	-29042.77	-76876.25	55328.54	351697.97	935.7249789237976
30	-116550.5	12479.039	-95788.125	-143784.98	-210088.97	20708.188	-170255.27	-240824.55	180.0	180.0	149999	-56945.797	6325.246	-35008.426	-79268.79	-56946.133	6323.8584	-35054.7	-79403.9	56568.35	306675.84	971.6938738822937
31	-111565.08	8449.802	-93516.555	-128707.9	-195645.28	26475.594	-162874.81	-235174.27	180.0	180.0	154999	-58305.56	5423.216	-37453.445	-80687.49	-58305.637	5424.354	-36866.574	-80323.52	57915.496	318131.75	1007.5953421592712
32	-112641.71	6227.9614	-94933.7	-124278.305	-213864.22	22150.48	-167877.7	-246212.98	180.0	180.0	159999	-59502.246	4609.241	-39751.13	-80778.36	-59502.17	4611.8374	-39456.703	-80486.99	59120.75	349325.88	1043.6763589382172
33	-110181.94	8292.217	-89324.63	-126346.08	-198833.6	19885.125	-172560.28	-235816.02	180.0	180.0	164999	-60458.297	3695.4565	-44093.934	-80451.27	-60458.305	3697.379	-43701.465	-79854.38	60119.23	343238.56	1079.4912691116333
34	-107886.69	7868.674	-89048.26	-122771.78	-198201.14	24512.504	-167550.84	-242802.36	180.0	180.0	169999	-61307.14	2651.9595	-47609.633	-80016.6	-61306.94	2655.798	-47429.867	-79106.55	60987.727	303869.03	1115.297523021698
35	-109686.23	9047.586	-92468.83	-134389.72	-201842.67	21359.127	-169057.36	-230898.44	180.0	180.0	174999	-62504.168	2052.9377	-51987.33	-75705.89	-62504.094	2055.3838	-51967.848	-75133.41	62229.355	293854.97	1151.2923872470856
36	-104691.46	8908.925	-85168.23	-122626.74	-200624.17	26877.178	-161749.78	-247445.33	180.0	180.0	179999	-63417.1	1661.8523	-53366.406	-75634.29	-63417.15	1662.3739	-52459.973	-75353.73	63131.85	326491.2	1185.6857841014862
37	-109926.805	11029.061	-84906.664	-125032.22	-185491.7	23999.957	-137469.66	-209970.69	180.0	180.0	184999	-63620.332	1411.4545	-52486.426	-73911.43	-63620.395	1411.5264	-51563.65	-74745.445	63288.21	263780.2	1220.5746550559998
38	-105118.6	13041.373	-79106.695	-127426.15	-202961.77	29084.889	-128246.484	-229058.45	180.0	180.0	189999	-63328.355	1645.2427	-52930.117	-74395.82	-63328.453	1645.2455	-51777.668	-73902.78	63008.93	249163.31	1255.858370065689
39	-106010.68	12518.505	-79787.766	-123431.44	-190348.75	22624.81	-161098.5	-225577.6	180.0	180.0	194999	-63493.965	1962.4913	-54159.23	-81056.46	-63494.043	1963.875	-53993.523	-82258.47	63213.273	264181.16	1291.8606579303741
40	-108534.19	10891.23	-84964.35	-123288.03	-192849.31	23179.041	-148928.34	-227004.4	180.0	180.0	199999	-63989.625	2234.9888	-55937.52	-82799.02	-63989.758	2234.9504	-56055.95	-82427.16	63731.047	256294.86	1328.042997121811
41	-105352.09	10117.236	-85204.13	-120546.72	-202886.6	18911.537	-172718.2	-237006.89	180.0	180.0	204999	-64631.113	2437.5254	-52607.457	-81988.47	-64631.137	2438.6707	-52833.21	-81306.625	64391.6	283282.75	1363.7589509487152
42	-105638.75	9297.601	-84519.97	-118953.234	-206112.1	25628.037	-159491.03	-237789.08	180.0	180.0	209999	-65441.273	2331.9517	-51672.832	-80704.16	-65441.387	2332.9382	-51940.184	-80091.086	65195.098	319237.88	1399.113046169281
43	-102812.9	7295.568	-86694.125	-116147.664	-200910.97	27539.367	-159308.77	-240863.66	180.0	180.0	214999	-66120.63	2215.2854	-52059.21	-77674.53	-66120.78	2215.4917	-52661.04	-76776.52	65861.555	318294.12	1435.6289761066437
44	-109993.57	9246.308	-93528.44	-128227.16	-210598.75	15088.58	-190708.61	-229585.12	180.0	180.0	219999	-66511.52	2399.0457	-51220.457	-76748.3	-66511.54	2400.6167	-51491.17	-76368.89	66266.14	345978.0	1471.4098510742188
45	-105062.11	8017.3447	-89553.61	-121591.63	-189252.22	22216.693	-160066.25	-233468.81	180.0	180.0	224999	-66960.586	2406.656	-53030.05	-77834.336	-66960.75	2407.0872	-53239.742	-77477.95	66720.586	362446.56	1507.6644411087036
46	-102843.72	8960.666	-88584.25	-128647.22	-194095.16	20068.008	-166287.19	-237802.7	180.0	180.0	229999	-67099.8	2309.924	-56549.95	-77784.38	-67099.81	2309.999	-56815.535	-77710.16	66819.84	302705.47	1543.6364901065826
47	-97839.93	8122.6167	-79508.87	-115717.53	-192942.47	23004.688	-163069.72	-227058.39	180.0	180.0	234999	-66930.51	2394.8145	-56849.332	-76769.055	-66930.64	2395.19	-56705.47	-77332.28	66562.13	287448.44	1579.7267529964447
48	-95002.49	5891.369	-73953.46	-103072.77	-204301.44	26871.768	-166260.55	-238435.34	180.0	180.0	239999	-66053.63	2758.9817	-57236.223	-77627.71	-66053.7	2760.3276	-57173.555	-78435.43	65643.67	255436.14	1616.1476922035217
49	-104626.5	14476.745	-88434.5	-148924.95	-209135.39	22072.602	-160869.8	-236279.0	180.0	180.0	244999	-65146.875	3174.743	-56806.816	-96055.02	-65146.8	3176.261	-56777.64	-97815.25	64642.945	295719.06	1650.853553056717
50	-97458.3	13443.262	-79080.69	-140443.42	-205988.64	14676.406	-180969.9	-230488.4	180.0	180.0	249999	-63725.45	3468.2634	-53868.105	-99150.055	-63725.42	3469.8757	-54063.31	-100426.914	63213.223	288088.44	1687.225316286087
51	-92788.984	11727.65	-70308.414	-117810.51	-202145.38	34233.312	-134953.4	-237186.3	180.0	180.0	254999	-62550.42	3669.2014	-53612.645	-93053.35	-62550.42	3670.327	-53413.203	-94553.02	62086.348	261763.12	1723.593586921692
52	-93748.016	10867.642	-74165.36	-110201.49	-209853.84	24474.012	-160971.52	-240831.45	180.0	180.0	259999	-61780.074	3863.011	-53108.72	-85303.79	-61780.137	3863.384	-53406.1	-85464.22	61355.418	248878.08	1759.6806070804596
53	-92335.46	9899.948	-70860.75	-114076.43	-192467.88	23256.045	-159697.66	-225711.72	180.0	180.0	264999	-61299.72	3924.4026	-53404.35	-80417.48	-61299.785	3924.9526	-53185.445	-80495.42	60914.33	245350.3	1799.9661388397217
54	-85924.39	12251.95	-69594.55	-106653.33	-201516.0	20258.812	-166743.95	-238767.77	180.0	180.0	269999	-61174.113	4067.49	-51401.484	-78941.734	-61174.082	4068.2568	-52117.105	-78451.88	60794.523	254540.5	1836.6645641326904
55	-83300.74	11727.726	-66966.04	-113478.945	-192746.67	35609.367	-124710.79	-238107.84	180.0	180.0	274999	-60929.18	4307.5083	-51228.29	-79018.95	-60929.23	4308.182	-51678.223	-78465.984	60521.254	250824.75	1870.2221541404724
56	-82386.35	10582.466	-68302.77	-106483.68	-204596.66	24289.268	-162464.25	-237695.52	180.0	180.0	279999	-60500.547	4575.0513	-52835.906	-76813.96	-60500.62	4575.5166	-52839.91	-76540.375	60125.004	249413.06	1906.3180549144745
57	-85616.29	9552.236	-68559.87	-102240.13	-187452.53	21144.238	-159378.25	-225178.9	180.0	180.0	284999	-60184.227	4910.355	-51748.42	-77892.83	-60184.23	4910.6406	-51647.676	-78254.06	59823.457	248948.94	1942.6275992393494
58	-86017.586	12660.388	-61139.69	-110518.31	-203712.84	21968.365	-169681.6	-238807.33	180.0	180.0	289999	-59837.395	5288.0024	-50514.184	-79592.22	-59837.453	5288.29	-50514.273	-80309.9	59486.08	239765.1	1978.1407680511475
59	-76643.99	14232.927	-58596.207	-104518.72	-180643.95	35275.855	-99084.41	-235154.25	180.0	180.0	294999	-59469.05	5644.69	-49539.61	-79338.49	-59469.13	5644.899	-49524.945	-80368.15	59113.992	246794.86	2013.389671087265
60	-77496.15	16028.554	-56678.582	-109670.336	-166598.33	50465.773	-88660.836	-218343.75	180.0	180.0	299999	-58980.453	5948.1606	-48564.203	-79384.3	-58980.5	5948.616	-48590.336	-79702.8	58575.28	240113.72	2049.2960290908813
61	-80590.42	16072.687	-55319.047	-107315.32	-191682.31	40269.617	-85000.1	-222623.47	180.0	180.0	304999	-58167.504	6264.872	-47429.46	-79103.12	-58167.53	6265.2344	-47621.56	-78352.1	57735.09	229437.08	2084.277671098709
62	-76562.39	15264.605	-57840.688	-112657.86	-191899.84	22141.205	-160494.78	-231995.58	180.0	180.0	309999	-57318.81	6553.704	-46482.89	-76983.0	-57318.83	6554.222	-46677.08	-77369.93	56897.703	233332.14	2118.9109230041504
63	-79839.805	16941.992	-57318.156	-106256.62	-171264.53	48529.547	-74340.38	-214148.0	180.0	180.0	314999	-56593.24	6795.7485	-45579.71	-75393.1	-56593.297	6796.01	-45674.348	-75357.76	56179.57	232559.56	2152.9843080043793
64	-69006.445	19493.775	-43605.043	-105998.78	-198878.98	32793.438	-122351.64	-230658.58	180.0	180.0	319999	-55811.848	7127.08	-44099.875	-75137.766	-55811.84	7127.4956	-44243.5	-75424.664	55384.69	232984.38	2187.0300710201263
65	-76919.68	17194.379	-46677.016	-106037.945	-216832.62	20592.053	-167341.05	-244210.84	180.0	180.0	324999	-54872.86	7506.643	-42614.88	-75139.74	-54872.82	7506.984	-42682.707	-75270.01	54451.598	241165.52	2222.0757892131805
66	-65112.117	16910.275	-42345.605	-92736.9	-141135.47	44818.254	-45369.19	-183753.33	180.0	180.0	329999	-54005.7	7768.0913	-41564.47	-75140.98	-54005.7	7768.209	-41674.66	-74687.94	53576.676	228969.73	2256.4370079040527
67	-66085.86	19232.455	-34225.598	-99437.11	-111694.484	62730.453	-29583.572	-179164.36	180.0	180.0	334999	-53146.473	7852.103	-40712.46	-74670.0	-53146.445	7852.2637	-40882.05	-74832.93	52684.76	227645.19	2291.5043861865997
68	-57354.7	19698.752	-33477.64	-97439.36	-39988.266	24076.68	-13327.129	-75472.22	180.0	180.0	339999	-52334.695	7865.668	-39899.523	-74716.64	-52334.688	7865.7847	-40103.184	-75227.77	51849.105	221644.03	2326.6308522224426
69	-51397.195	21907.26	-27820.49	-98525.25	-25773.094	26538.676	-4236.053	-69232.88	180.0	180.0	344999	-51530.477	7866.216	-39241.215	-74775.72	-51530.426	7866.297	-39361.734	-74810.75	51048.47	210806.56	2362.2789289951324
70	-48889.78	20137.502	-25772.414	-96044.5	-24667.84	23110.662	-4628.6846	-75631.21	180.0	180.0	349999	-50800.3	7910.4785	-38406.074	-77160.48	-50800.3	7910.5034	-38523.125	-77601.58	50310.94	203156.56	2398.4555678367615
71	-50665.715	21356.938	-21691.102	-92095.87	-23052.377	27031.621	-3986.2947	-97093.914	180.0	180.0	354999	-50122.367	7998.259	-37563.656	-78210.33	-50122.336	7998.242	-37655.242	-78580.79	49633.297	201223.48	2433.746924161911
72	-43936.613	18820.014	-21802.041	-84055.445	-32707.084	32031.166	-4483.2085	-89084.734	180.0	180.0	359999	-49519.062	8154.421	-36658.48	-77948.33	-49519.113	8154.382	-36667.36	-77991.66	49023.41	201484.8	2469.4672729969025
73	-43696.17	23063.686	-18331.871	-96141.42	-8726.544	8663.378	-102.77776	-25171.6	180.0	180.0	364999	-48961.49	8359.361	-35792.07	-77323.95	-48961.477	8359.344	-35843.816	-78019.875	48464.062	200083.66	2504.728933095932
74	-42797.82	24916.19	-16400.531	-89949.76	-22554.49	23803.06	1952.4141	-59719.34	180.0	180.0	369999	-48460.05	8592.194	-35013.152	-77117.44	-48460.055	8592.269	-34957.973	-76626.68	47961.383	199036.92	2539.3371951580048
75	-47275.777	21622.385	-19853.68	-92896.52	-24682.055	26412.17	904.5125	-74440.57	180.0	180.0	374999	-47962.297	8792.3955	-34299.77	-75838.46	-47962.3	8792.468	-34267.24	-76207.63	47461.02	202085.77	2574.4524879455566
76	-43307.285	18075.172	-21393.848	-89334.51	-21689.303	21672.828	1164.0455	-52153.895	180.0	180.0	379999	-47570.207	8953.192	-33737.617	-74802.06	-47570.246	8953.278	-33740.91	-74683.44	47071.707	203377.3	2610.1888682842255
77	-44075.867	18291.66	-20312.55	-87245.95	-38040.633	38983.035	1382.6927	-107909.914	180.0	180.0	384999	-47226.26	9073.946	-33260.527	-73459.71	-47226.246	9074.007	-33346.383	-73596.664	46726.49	210476.62	2645.0096940994263
78	-39952.395	21098.207	-22084.031	-83769.734	-27066.475	22201.355	748.1403	-51177.98	180.0	180.0	389999	-46946.57	9164.095	-32981.266	-72551.85	-46946.613	9164.2	-33027.68	-72170.336	46448.99	210622.06	2680.3938710689545
79	-45140.82	21733.951	-21422.445	-94929.875	-30297.115	26295.607	1718.8856	-85912.67	180.0	180.0	394999	-46722.56	9254.461	-32572.611	-71564.98	-46722.637	9254.5	-32692.633	-71348.945	46219.848	211574.02	2715.140421152115
80	-44301.426	16348.947	-23281.92	-83113.29	-43352.555	30904.477	-1950.5951	-86001.01	180.0	180.0	399999	-46528.81	9344.162	-28710.186	-71435.29	-46528.805	9344.213	-28471.793	-71012.31	46007.477	223730.12	2748.950429916382
81	-78165.914	26532.99	-44377.984	-141365.5	-76583.06	8932.895	-64577.184	-94658.75	180.0	180.0	404999	-45845.484	9596.41	-23218.79	-70444.945	-45845.473	9596.842	-25506.402	-70653.62	45285.035	262560.06	2783.9608421325684
82	-51410.746	17332.947	-27089.44	-83911.53	-71194.25	2536.741	-67518.78	-76196.88	180.0	180.0	409999	-45235.34	9647.966	-26253.97	-70028.125	-45235.38	9648.195	-25986.365	-70328.195	44712.56	252659.97	2818.72225522995
83	-47359.867	19483.135	-20560.834	-81407.445	-16889.025	18246.414	3864.3481	-44107.207	180.0	180.0	414999	-45369.812	9518.535	-28512.016	-69991.734	-45369.785	9518.729	-28151.271	-70013.26	44891.027	236755.08	2853.3139259815216
84	-37838.65	18158.543	-16132.272	-72985.42	-23632.066	16331.345	699.81946	-48187.695	180.0	180.0	419999	-45653.426	9513.524	-30448.771	-71925.25	-45653.406	9513.737	-30750.332	-71823.72	45173.07	231899.11	2887.396189928055
85	-39547.95	18873.055	-16555.473	-78042.51	-26742.354	21171.5	1075.2397	-59488.066	180.0	180.0	424999	-45804.773	9572.889	-29849.363	-72349.89	-45804.785	9573.082	-30505.52	-72708.57	45316.41	228700.27	2921.490066051483
86	-48715.027	20942.71	-19813.22	-82000.33	-27620.871	15503.396	3186.7102	-44992.35	180.0	180.0	429999	-45887.215	9656.901	-30029.422	-71970.74	-45887.195	9657.059	-30196.145	-72841.67	45402.68	223073.52	2955.525420188904
87	-43570.5	17106.477	-20352.254	-82912.21	-10664.055	16965.088	2609.5903	-42017.098	180.0	180.0	434999	-45895.18	9703.222	-31031.768	-71194.22	-45895.12	9703.39	-30690.71	-71449.875	45409.297	222702.2	2989.5844180583954
88	-43998.97	19296.947	-15278.448	-79115.24	-21377.582	22265.635	2758.991	-53375.12	180.0	180.0	439999	-45844.363	9753.963	-30725.701	-70244.96	-45844.348	9754.122	-30795.402	-70415.7	45363.832	226922.3	3023.838390111923
89	-47086.934	16961.746	-16025.295	-76154.04	-11117.909	14485.294	4204.545	-36028.8	180.0	180.0	444999	-45822.465	9798.139	-30571.896	-69794.48	-45822.46	9798.215	-30679.738	-69854.7	45344.637	220815.33	3058.0314362049103
90	-47904.07	18119.291	-18860.023	-77261.6	-24012.328	19227.992	1426.272	-61152.07	180.0	180.0	449999	-45826.63	9821.763	-30595.482	-70094.836	-45826.652	9821.865	-30595.316	-69947.52	45350.258	237526.42	3092.0868051052094
91	-46347.2	18198.441	-20377.016	-78721.79	-4175.8667	12805.28	4513.968	-40853.094	180.0	180.0	454999	-45817.34	9820.125	-30596.71	-69383.43	-45817.293	9820.217	-30629.256	-69200.29	45338.668	236067.36	3125.8953940868378
92	-44506.926	16659.727	-17750.531	-72120.76	-11246.745	11668.333	3370.492	-31414.451	180.0	180.0	459999	-45795.09	9795.854	-30516.213	-69359.055	-45795.05	9795.919	-30630.473	-69176.08	45319.23	229045.97	3160.173052072525
93	-41571.918	15908.785	-17574.074	-79141.81	-10724.868	14649.465	4284.7207	-44272.84	180.0	180.0	464999	-45809.105	9770.145	-30384.037	-69366.086	-45809.066	9770.219	-30636.914	-69094.35	45329.17	229531.8	3194.58651804924
94	-47126.03	16099.479	-21704.377	-78809.22	-12347.637	10469.2295	4185.892	-27476.63	180.0	180.0	469999	-45842.883	9734.927	-30052.508	-69391.06	-45842.875	9734.989	-30440.742	-69009.91	45362.79	227820.55	3228.7510120868683
95	-46773.14	16831.014	-19559.977	-77345.12	-6715.1846	11970.792	3521.6165	-29478.621	180.0	180.0	474999	-45875.434	9688.86	-30354.443	-69209.766	-45875.406	9688.909	-30479.361	-68769.09	45402.426	222804.94	3263.0977070331573
96	-42315.574	18433.469	-21920.75	-76924.23	-11003.011	10809.272	2867.3572	-24215.494	180.0	180.0	479999	-45950.266	9660.188	-30377.463	-69309.67	-45950.266	9660.248	-30639.531	-68763.64	45472.535	227467.06	3297.545261144638
97	-47713.055	16713.822	-22185.893	-76665.44	-4222.13	10205.027	4040.627	-28728.824	180.0	180.0	484999	-46012.406	9612.173	-30706.266	-69350.67	-46012.434	9612.22	-30693.316	-68716.87	45533.18	238245.73	3331.3748149871826
98	-44602.973	16130.349	-21453.62	-74299.37	-15865.342	11799.582	2244.3303	-32181.164	180.0	180.0	489999	-46095.68	9545.795	-30788.514	-69355.92	-46095.668	9545.795	-30871.129	-68840.31	45622.098	226327.75	3363.8408949375153
99	-42868.75	18471.326	-18756.05	-79838.234	-1304.1648	6210.056	4204.7075	-17037.705	180.0	180.0	494999	-46190.125	9487.628	-31195.352	-69210.984	-46190.11	9487.609	-31104.17	-68653.26	45707.992	219730.94	3396.2576830387115
100	-45337.965	16970.08	-23997.031	-75748.82	-5531.421	7431.709	2602.2659	-18871.377	180.0	180.0	499999	-46276.992	9446.968	-30925.55	-69171.3	-46277.004	9446.993	-31183.176	-68479.55	45809.883	224940.95	3428.6528000831604
101	-43403.84	14170.99	-21100.154	-67249.57	-2286.701	6688.6367	2999.5696	-16846.676	180.0	180.0	504999	-46385.016	9397.344	-31103.723	-69147.42	-46384.984	9397.291	-31353.418	-68578.47	45911.062	215894.98	3461.0660860538483
102	-47748.1	17516.807	-23356.49	-76607.72	-9769.696	12560.561	2401.7422	-34597.727	180.0	180.0	509999	-46479.477	9348.134	-31457.598	-68851.29	-46479.47	9348.125	-31439.645	-68270.555	46007.098	216533.9	3493.677801132202
103	-41452.566	16855.31	-23138.238	-77196.3	-12630.641	13243.261	3041.2766	-31324.992	180.0	180.0	514999	-46554.57	9304.204	-31014.92	-68947.695	-46554.633	9304.171	-30963.053	-68642.57	46096.027	217820.56	3526.262377977371
104	-47542.73	17382.592	-22826.607	-75057.266	-3655.189	8356.011	3352.8323	-22857.182	180.0	180.0	519999	-46622.824	9255.892	-31517.139	-68703.91	-46622.777	9255.862	-31478.697	-68258.42	46157.883	215972.0	3558.8098151683807
105	-39350.344	12986.984	-23208.643	-69571.84	-21115.389	16533.0	3961.1462	-37152.438	180.0	180.0	524999	-46671.973	9220.078	-31640.752	-68400.58	-46672.03	9220.116	-30986.82	-68390.13	46197.766	225506.38	3591.5309410095215
106	-43384.855	16368.078	-20564.637	-76132.01	-9843.106	13994.6455	2363.4602	-35099.12	180.0	180.0	529999	-46728.46	9179.992	-31291.799	-68228.086	-46728.44	9179.92	-31387.48	-68735.336	46262.797	212642.69	3624.2411510944366
107	-43770.15	14121.468	-20370.674	-71584.445	-13884.653	15379.089	2958.0542	-33451.707	180.0	180.0	534999	-46792.79	9136.04	-31633.768	-68236.83	-46792.855	9135.919	-31445.799	-68763.17	46324.25	212784.8	3656.950927257538
108	-41077.676	13991.298	-21491.44	-75269.69	-10884.712	13980.656	3421.2727	-33237.32	180.0	180.0	539999	-46845.586	9098.649	-31314.37	-68558.13	-46845.55	9098.603	-31273.385	-68942.45	46382.223	219167.19	3689.7231030464172
109	-39271.734	15628.064	-20639.408	-75223.96	-6806.043	13654.267	3805.9438	-36214.55	180.0	180.0	544999	-46899.33	9076.913	-31166.584	-68293.21	-46899.332	9076.864	-31303.736	-68585.586	46430.773	222864.52	3722.547553062439
