Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
11	-18869.951	3182.2183	-11256.127	-25062.865	-6505.6904	2131.275	-4434.8364	-11534.788	20.0	20.0	54999	-690.31976	470.24893	1218.9628	-2430.62	-690.3154	470.27707	1172.5581	-2421.8416	-324.80084	16006.183	317.43962001800537
12	-19438.96	3342.9856	-11958.753	-26298.473	-7262.751	2934.9995	-3863.7458	-11918.419	20.0	20.0	59999	-742.29706	451.93448	1117.1012	-2455.2886	-742.30115	451.94083	1090.8949	-2444.4653	-267.5435	15892.32	344.9453938007355
13	-19455.9	3169.5757	-12400.129	-27318.826	-6660.426	3044.0706	-2584.4016	-11347.823	20.0	20.0	64999	-791.5485	435.4644	985.25476	-2495.144	-791.5509	435.47452	981.45294	-2485.7415	-209.73538	15735.16	372.4374887943268
14	-19358.48	3191.2993	-12517.33	-25875.344	-7653.199	2535.1838	-4129.1587	-11830.285	20.0	20.0	69999	-840.9696	419.37375	851.3242	-2511.7036	-840.9746	419.36743	845.9655	-2511.0122	-158.4893	15604.782	400.05181789398193
15	-19109.918	3188.5557	-11402.345	-26675.203	-5893.8955	2152.2827	-2307.123	-9043.511	20.0	20.0	74999	-885.1238	405.293	773.418	-2545.8591	-885.14056	405.2547	764.7893	-2534.1323	-113.64763	15482.311	427.7218029499054
16	-18984.816	3238.078	-11660.924	-26183.592	-8110.6494	2821.2432	-3202.0437	-11432.529	20.0	20.0	79999	-931.0817	393.72314	641.88885	-2557.5823	-931.09955	393.67334	654.6808	-2556.624	-62.62195	15244.624	455.4423727989197
17	-18898.4	2952.9941	-11476.788	-25698.75	-5926.071	2879.0967	-2029.9148	-10979.912	20.0	20.0	84999	-1012.6725	376.50037	605.54944	-2600.0522	-1012.6844	376.44653	593.9603	-2598.8079	24.708328	14951.613	482.8719799518585
18	-18949.615	3167.3157	-11920.428	-26335.854	-7099.999	3375.0764	-3153.0781	-11813.977	20.0	20.0	89999	-1217.056	359.37216	486.05298	-2679.6755	-1217.0428	359.35773	471.488	-2715.6514	244.3145	14601.68	509.3164517879486
19	-18902.072	3204.0645	-12276.855	-26404.418	-6739.846	3167.441	-2491.279	-11578.243	20.0	20.0	94999	-1573.356	401.41586	154.27263	-3274.5312	-1573.3088	401.46786	133.9317	-3278.0974	613.8599	15509.275	535.8231208324432
20	-19057.953	3417.326	-10958.009	-27507.621	-7553.0947	3296.1316	-2965.5586	-11058.015	20.0	20.0	99999	-2030.8547	528.4699	-173.05942	-4145.0674	-2030.8218	528.4515	-167.6681	-4148.3853	1081.8718	19167.73	562.3911559581757
21	-4543.7583	2272.1191	-1615.4052	-9875.428	-7056.643	2456.0781	-3082.0244	-10711.887	20.0	20.0	104999	-3343.0679	1234.6019	-179.15215	-8073.1714	-3342.7869	1234.8525	-106.14167	-8043.394	2583.5217	34923.53	590.1325299739838
22	-4477.681	2165.0696	-1655.9666	-9295.042	-6316.452	1987.3921	-3459.4656	-9848.089	20.0	20.0	109999	-6014.6685	1896.842	-1651.5293	-12234.457	-6014.4785	1897.0969	-1637.7446	-12264.853	5340.3584	38676.17	618.0408000946045
23	-4556.2666	2225.3923	-1623.9258	-9256.46	-5185.404	1353.9789	-2336.5698	-6758.6455	20.0	20.0	114999	-8492.196	2486.5789	-3684.647	-15995.433	-8492.073	2486.8076	-3647.01	-16006.618	7844.802	38788.953	645.7476358413696
24	-4484.797	2296.6677	-1534.4175	-9244.018	-6799.029	2841.2654	-1982.2091	-11951.871	20.0	20.0	119999	-10632.398	3110.8345	-5388.58	-19389.541	-10632.31	3110.9954	-5377.789	-19365.67	10012.23	41980.418	673.5600020885468
25	-4438.481	2215.9333	-1720.4015	-9339.333	-7946.659	2781.962	-2393.14	-11671.251	20.0	20.0	124999	-12470.838	3732.1914	-6759.647	-22324.406	-12470.734	3732.4375	-6731.3496	-22285.795	11877.4795	47044.1	701.3826680183411
26	-4647.616	2221.4607	-1733.8962	-9421.57	-7463.1963	2030.8873	-3879.0088	-9742.952	20.0	20.0	129999	-14065.671	4330.025	-7789.6025	-25032.596	-14065.536	4330.3774	-7821.7515	-25023.086	13499.096	51911.125	730.4530251026154
27	-4445.9946	2069.375	-1572.315	-9078.204	-7658.9673	2359.4631	-4005.9795	-11498.252	20.0	20.0	134999	-15478.599	4865.1943	-8611.645	-27349.611	-15478.478	4865.5425	-8595.378	-27302.316	14933.882	55575.797	759.7389960289001
28	-4272.466	2186.5234	-1802.6818	-9978.333	-6240.874	2940.6396	-1966.4745	-11360.25	20.0	20.0	139999	-16703.55	5329.232	-9313.953	-29347.377	-16703.465	5329.4507	-9335.806	-29330.295	16174.298	60032.805	788.9453999996185
29	-4526.9443	2268.0706	-1528.9623	-9642.893	-5393.8896	2937.807	-1967.0367	-11912.656	20.0	20.0	144999	-17773.205	5762.181	-9889.083	-31177.316	-17773.135	5762.4014	-9916.531	-31155.766	17269.617	63366.688	817.8596270084381
30	-4784.5415	2291.7166	-1585.7628	-9286.074	-6695.146	3036.4646	-2555.376	-10899.868	20.0	20.0	149999	-18719.95	6151.586	-10357.692	-32789.418	-18719.875	6151.7856	-10409.12	-32765.234	18229.482	68374.63	847.1021230220795
31	-4794.1074	2333.7236	-1614.6431	-9408.477	-7632.5117	2881.9526	-3161.6917	-11729.393	20.0	20.0	154999	-19579.88	6504.0586	-10796.553	-34211.14	-19579.783	6504.2954	-10822.322	-34189.906	19109.482	73480.055	876.1448109149933
32	-4597.306	2293.8433	-1723.8882	-9461.444	-6669.3735	2502.863	-2721.638	-11236.771	20.0	20.0	159999	-20314.273	6818.8164	-11122.164	-35496.31	-20314.182	6819.0767	-11145.87	-35488.316	19851.95	77781.12	905.4338619709015
33	-4241.442	2052.0378	-1670.1602	-9123.83	-5526.573	2893.8657	-1966.002	-10934.029	20.0	20.0	164999	-20908.525	7083.798	-11451.171	-36541.117	-20908.414	7084.082	-11497.661	-36530.023	20469.102	76073.67	934.6067309379578
34	-4323.699	2205.4912	-1592.2711	-9405.703	-6302.2764	2716.8418	-2494.7092	-10855.328	20.0	20.0	169999	-21411.012	7312.706	-11747.044	-37472.805	-21410.902	7312.949	-11781.775	-37451.22	20987.262	75477.36	964.2268970012665
35	-4454.098	2273.885	-1562.6213	-9313.36	-6707.8164	2798.0654	-2479.43	-9571.418	20.0	20.0	174999	-21852.45	7507.5654	-12011.442	-38299.9	-21852.355	7507.802	-12027.392	-38276.816	21435.936	80308.62	993.6857779026031
36	-4479.6704	2306.8252	-1510.3293	-9268.134	-6533.28	3229.263	-2211.5002	-11267.937	20.0	20.0	179999	-22217.104	7680.188	-12176.719	-38961.39	-22217.021	7680.4185	-12204.015	-38937.824	21810.527	79482.07	1022.9044048786163
37	-4655.814	2266.6558	-1738.5062	-9307.879	-6486.6533	2131.0925	-3797.7178	-9757.418	20.0	20.0	184999	-22529.955	7827.5156	-12348.661	-39563.812	-22529.883	7827.7236	-12372.206	-39542.44	22139.605	82913.77	1052.388333082199
38	-4530.647	2230.3518	-1803.5364	-9420.997	-5999.2715	1865.4872	-2703.4438	-8938.631	20.0	20.0	189999	-22777.037	7943.335	-12613.094	-40151.47	-22776.953	7943.564	-12643.279	-40117.09	22397.459	92084.086	1081.6794259548187
39	-4523.162	2199.5764	-1525.6526	-9391.974	-7732.16	3612.0452	-2489.3586	-11810.975	20.0	20.0	194999	-22983.594	8038.393	-12732.995	-40396.285	-22983.533	8038.554	-12768.401	-40378.234	22606.258	96777.1	1110.8418817520142
40	-4334.2446	2260.8909	-1698.3134	-9342.645	-8132.706	3244.5737	-2331.7556	-11475.332	20.0	20.0	199999	-23142.627	8108.628	-12938.4795	-40750.316	-23142.646	8108.65	-12902.263	-40720.715	22778.287	92447.8	1140.0919878482819
41	-4413.0176	2182.3489	-1674.2554	-9157.041	-7862.323	2134.4285	-4345.2095	-11612.896	20.0	20.0	204999	-23279.734	8159.351	-13097.579	-41059.824	-23279.736	8159.3506	-13126.304	-41020.43	22928.516	97036.56	1169.7021157741547
42	-4426.276	2252.0774	-1477.8818	-9284.902	-6071.665	3275.2346	-2140.881	-11543.261	20.0	20.0	209999	-23380.514	8184.748	-13146.539	-41201.555	-23380.486	8184.827	-13172.145	-41182.58	23039.797	92057.62	1198.9499759674072
43	-4526.497	2207.509	-1583.5818	-9801.255	-7620.7876	2472.7974	-3824.2969	-11925.746	20.0	20.0	214999	-23473.57	8200.254	-13272.468	-41338.21	-23473.559	8200.351	-13283.298	-41350.4	23137.219	87553.17	1228.0107147693634
44	-4284.581	2076.9832	-1694.7142	-9136.554	-7251.7993	2552.2324	-2782.5757	-10454.151	20.0	20.0	219999	-23491.629	8172.0835	-13497.6455	-41353.273	-23491.602	8172.147	-13560.591	-41378.12	23172.426	88691.58	1257.2642529010773
45	-4628.2534	2278.7898	-1577.3799	-9476.404	-6703.6514	3109.8691	-2888.2947	-11364.493	20.0	20.0	224999	-23495.035	8148.7134	-13610.318	-41434.867	-23495.01	8148.7715	-13664.35	-41445.36	23178.227	98474.195	1285.7513060569763
46	-4467.626	2178.1028	-1684.0427	-9488.455	-7636.858	2198.9194	-4048.7537	-11398.213	20.0	20.0	229999	-23498.28	8118.053	-13745.558	-41416.797	-23498.232	8118.0825	-13753.855	-41406.727	23199.996	88963.44	1315.2054851055145
47	-4425.2036	2083.7134	-1545.8467	-9606.637	-6173.586	2434.7554	-2026.6906	-10944.189	20.0	20.0	234999	-23473.992	8076.408	-13826.93	-41457.414	-23474.0	8076.422	-13864.754	-41464.516	23176.102	84667.29	1343.3996160030365
48	-4724.875	2291.6895	-1723.1576	-9464.373	-6957.8657	2107.4722	-1979.0988	-9167.974	20.0	20.0	239999	-23468.398	8036.56	-13935.868	-41426.19	-23468.412	8036.51	-13948.329	-41448.992	23178.793	83599.18	1371.5598180294037
49	-4376.699	2237.2024	-1589.2517	-9333.375	-5845.292	2409.1685	-1974.339	-10162.67	20.0	20.0	244999	-23450.713	8002.6626	-14042.99	-41370.76	-23450.744	8002.6133	-14007.977	-41379.633	23167.064	80632.195	1399.6743187904358
50	-4608.687	2215.9993	-1700.5009	-9185.765	-7890.663	2796.7278	-3540.0286	-11643.091	20.0	20.0	249999	-23426.42	7976.6133	-14066.852	-41390.785	-23426.426	7976.585	-14059.915	-41399.875	23152.816	79558.49	1427.8642418384552
51	-4401.284	2150.935	-1617.0349	-9092.966	-5411.8677	2090.8762	-2280.8425	-8426.957	20.0	20.0	254999	-23399.117	7943.292	-14123.31	-41322.44	-23399.11	7943.241	-14161.065	-41355.83	23126.215	83630.81	1455.9604048728943
52	-4567.678	2261.7195	-1525.1726	-9468.616	-7369.831	2511.6606	-3368.2104	-11755.975	20.0	20.0	259999	-23374.873	7920.812	-14205.812	-41332.594	-23374.885	7920.753	-14260.253	-41364.535	23109.22	77888.61	1484.2064578533173
53	-4437.981	2312.4832	-1710.8733	-9351.5625	-6955.1406	3054.5688	-2215.639	-11001.161	20.0	20.0	264999	-23348.975	7910.2383	-14217.64	-41337.82	-23349.047	7910.099	-14274.073	-41349.836	23088.592	80713.12	1512.4361069202423
54	-4607.708	2277.0154	-1709.9886	-9425.241	-4424.832	2410.983	-2688.622	-10110.206	20.0	20.0	269999	-23338.95	7908.3115	-14328.536	-41310.234	-23338.963	7908.263	-14363.658	-41364.18	23078.928	79091.69	1540.749480009079
55	-4266.0083	2125.2004	-1673.954	-9212.197	-6208.0454	2956.453	-2431.3618	-11267.485	20.0	20.0	274999	-23315.34	7885.182	-14346.272	-41386.46	-23315.328	7885.183	-14397.759	-41407.594	23063.604	82268.16	1568.970762014389
56	-4383.904	2175.1406	-1510.5951	-9745.681	-7333.311	2817.538	-2215.3948	-11524.02	20.0	20.0	279999	-23262.56	7840.538	-14412.391	-41269.6	-23262.557	7840.545	-14440.051	-41308.92	23015.969	78099.25	1597.3762738704681
57	-4409.9565	2257.7803	-1594.0388	-9491.37	-6180.987	3549.1248	-2007.2528	-11815.731	20.0	20.0	284999	-23206.287	7787.3726	-14442.431	-41164.957	-23206.254	7787.4634	-14461.683	-41179.53	22968.402	79506.76	1625.5581078529358
58	-4607.2173	2300.9763	-1517.3771	-9315.384	-6031.141	1722.5219	-3678.686	-8521.3125	20.0	20.0	289999	-23131.637	7728.8813	-14469.499	-41101.11	-23131.586	7728.951	-14475.883	-41136.082	22902.588	78464.38	1653.9100759029388
59	-4602.47	2253.4216	-1584.7837	-9194.788	-6537.213	2862.5603	-2401.4563	-10013.211	20.0	20.0	294999	-23068.338	7676.9854	-14544.596	-40903.125	-23068.32	7677.051	-14485.372	-40910.3	22845.074	81045.26	1682.2500319480896
60	-4724.07	2269.505	-1729.1113	-9368.641	-5802.9297	2828.258	-2584.6194	-11811.662	20.0	20.0	299999	-22999.12	7626.7944	-14488.621	-40801.375	-22999.086	7626.864	-14535.913	-40839.207	22775.0	71703.695	1710.6243679523468
61	-4634.794	2323.8914	-1630.8921	-9232.141	-5829.103	2387.396	-2119.0085	-9925.496	20.0	20.0	304999	-22941.406	7577.8584	-14550.345	-40663.746	-22941.398	7577.932	-14530.526	-40667.496	22720.773	78594.99	1739.0042579174042
62	-4384.651	2246.1992	-1749.1377	-9580.979	-6728.19	2566.5767	-2612.7537	-9503.647	20.0	20.0	309999	-22884.688	7540.567	-14631.166	-40505.45	-22884.654	7540.682	-14586.594	-40530.855	22667.18	71744.4	1767.391940832138
63	-4514.2456	2244.661	-1643.6257	-9513.071	-5888.825	2368.1514	-2481.5154	-10296.133	20.0	20.0	314999	-22811.992	7491.9556	-14676.548	-40436.902	-22811.945	7492.0444	-14645.281	-40448.03	22605.6	72950.77	1795.8889060020447
64	-4303.084	2166.3682	-1613.4183	-9692.397	-7079.296	2296.298	-2967.7021	-10693.738	20.0	20.0	319999	-22754.254	7447.03	-14665.01	-40322.023	-22754.223	7447.0923	-14685.7705	-40334.58	22550.15	73968.26	1824.3665399551392
65	-4440.5386	2287.9202	-1731.374	-9671.466	-7550.857	2951.1282	-2168.5896	-11776.172	20.0	20.0	324999	-22697.342	7405.306	-14660.844	-40367.945	-22697.316	7405.3984	-14730.241	-40374.88	22494.691	71441.195	1852.7303919792175
66	-4352.214	2221.7964	-1600.0074	-9267.566	-6575.5303	3394.137	-2384.819	-11745.812	20.0	20.0	329999	-22651.188	7370.1235	-14695.922	-40222.77	-22651.162	7370.208	-14723.516	-40231.19	22453.094	70259.36	1881.1800179481506
67	-4547.1	2179.504	-1603.2312	-9437.915	-6970.532	2972.202	-2130.8354	-11389.411	20.0	20.0	334999	-22608.379	7335.0713	-14659.869	-40175.887	-22608.354	7335.1465	-14693.887	-40186.133	22413.197	72537.13	1909.5303318500519
68	-4573.4424	2279.1238	-1604.3265	-9368.435	-6622.393	3738.8057	-2163.644	-11841.157	20.0	20.0	339999	-22584.6	7308.321	-14646.592	-40038.42	-22584.562	7308.3774	-14720.007	-40054.562	22390.422	74842.17	1944.0860469341278
69	-4425.9526	2261.9375	-1668.1487	-9682.397	-7101.6914	3065.9546	-2958.617	-11851.556	20.0	20.0	344999	-22536.158	7279.3	-14631.27	-40012.062	-22536.139	7279.3584	-14677.836	-40018.984	22348.31	64542.016	1977.6561229228973
70	-4255.264	2118.7192	-1536.2063	-8844.075	-5554.0264	3052.3718	-2345.0093	-11019.877	20.0	20.0	349999	-22497.652	7258.865	-14636.551	-39977.934	-22497.617	7258.912	-14738.446	-39990.773	22314.025	70901.76	2007.668291091919
71	-4482.2666	2241.1226	-1564.0979	-9383.307	-7184.177	3433.569	-2056.2368	-11845.349	20.0	20.0	354999	-22452.012	7233.988	-14689.044	-39896.86	-22451.97	7234.0303	-14650.743	-39928.94	22271.83	73130.34	2037.1697778701782
72	-4467.652	2355.6013	-1316.3807	-9805.395	-8662.393	2302.1167	-4412.8496	-11951.135	20.0	20.0	359999	-22417.318	7219.1787	-14689.975	-39918.87	-22417.293	7219.2324	-14651.324	-39934.6	22236.174	72404.836	2066.0481128692627
73	-4406.119	2165.9768	-1620.4346	-9027.312	-6898.0244	2775.5283	-2442.5347	-11194.715	20.0	20.0	364999	-22365.455	7205.05	-14623.942	-39818.88	-22365.463	7205.0947	-14620.375	-39807.766	22191.287	76196.445	2094.7969629764557
74	-4441.252	2242.64	-1585.6985	-9331.401	-5865.0703	2782.0554	-2621.9336	-10481.64	20.0	20.0	369999	-22326.361	7198.3833	-14613.689	-39753.633	-22326.318	7198.446	-14612.926	-39747.992	22154.305	76229.96	2123.6516511440277
75	-4338.7954	2177.1877	-1504.1946	-9084.382	-6467.8057	2448.7917	-2651.485	-10391.589	20.0	20.0	374999	-22281.576	7189.1807	-14447.071	-39696.523	-22281.57	7189.227	-14522.359	-39715.414	22109.65	72126.414	2152.388505935669
76	-4229.151	2161.395	-1591.4413	-9131.18	-7370.6797	2966.9915	-3221.1865	-11647.724	20.0	20.0	379999	-22236.244	7177.135	-14510.878	-39660.42	-22236.203	7177.173	-14503.808	-39654.164	22070.748	70489.04	2181.1677057743073
77	-4595.6616	2236.9053	-1607.2976	-9271.476	-6706.6562	2816.31	-2764.4578	-10935.801	20.0	20.0	384999	-22210.451	7175.3823	-14477.786	-39650.805	-22210.412	7175.4443	-14498.435	-39651.383	22041.352	70931.15	2209.8956129550934
78	-4521.196	2325.1985	-1605.8318	-9284.2	-6730.082	3085.6697	-3113.332	-11720.813	20.0	20.0	389999	-22200.234	7175.705	-14437.147	-39625.57	-22200.229	7175.7593	-14468.788	-39637.805	22032.535	69224.71	2238.560998916626
79	-4577.92	2335.3374	-1628.9176	-9375.452	-8427.623	2366.4717	-2419.9583	-10819.28	20.0	20.0	394999	-22187.672	7171.622	-14381.789	-39615.098	-22187.666	7171.66	-14401.003	-39618.0	22022.602	70532.47	2267.3666388988495
80	-4696.253	2319.1978	-1571.8798	-9235.839	-7223.5557	1994.2834	-4898.3857	-10126.855	20.0	20.0	399999	-22189.486	7172.6846	-14319.532	-39605.2	-22189.465	7172.718	-14342.397	-39611.652	22028.344	72717.65	2296.0839030742645
81	-4391.292	2145.882	-1624.1237	-9199.808	-6113.761	3190.082	-2173.0137	-11661.964	20.0	20.0	404999	-22184.2	7168.518	-14314.694	-39633.01	-22184.178	7168.56	-14349.861	-39642.12	22027.385	70651.29	2324.8545620441437
82	-4563.66	2227.5032	-1761.4133	-9441.671	-7593.6787	2365.4949	-3621.8494	-10462.252	20.0	20.0	409999	-22176.078	7159.547	-14323.73	-39582.46	-22176.08	7159.5884	-14336.556	-39579.848	22016.979	74562.95	2353.44996881485
83	-4856.4795	2354.2905	-1719.3721	-9304.818	-6189.5957	2033.6808	-3043.4983	-9537.936	20.0	20.0	414999	-22189.969	7160.436	-14272.142	-39596.977	-22189.936	7160.47	-14279.094	-39604.055	22036.648	69559.27	2383.467724084854
84	-4693.102	2313.4758	-1750.3315	-9479.227	-7568.5845	2709.6143	-3307.256	-11383.706	20.0	20.0	419999	-22189.285	7157.995	-14294.617	-39594.902	-22189.273	7158.032	-14267.554	-39585.402	22041.414	67002.805	2413.774563074112
85	-4471.123	2289.6506	-1456.3444	-9539.351	-4924.204	2132.0034	-2568.0693	-9042.914	20.0	20.0	424999	-22197.63	7157.574	-14321.232	-39582.11	-22197.602	7157.612	-14344.1045	-39583.168	22050.936	67537.48	2443.875477075577
86	-4377.39	2268.0405	-1621.423	-9601.937	-8215.781	3137.4146	-2471.7214	-11789.439	20.0	20.0	429999	-22195.156	7150.9756	-14274.717	-39619.984	-22195.145	7151.0186	-14308.471	-39596.188	22040.969	68115.664	2473.773864030838
87	-4446.517	2093.87	-1609.6715	-9458.351	-5331.554	2321.4465	-2375.2463	-9397.135	20.0	20.0	434999	-22194.13	7147.535	-14253.266	-39632.605	-22194.125	7147.5894	-14292.073	-39625.35	22050.96	68387.875	2503.763426065445
88	-4497.511	2314.0667	-1740.606	-9524.331	-7163.8306	1919.9762	-4255.404	-11584.631	20.0	20.0	439999	-22197.992	7142.347	-14266.528	-39636.207	-22197.973	7142.389	-14303.249	-39626.598	22057.943	66365.484	2533.7432749271393
89	-4614.527	2276.274	-1635.4862	-9478.774	-8343.438	2423.8381	-3923.9941	-11696.224	20.0	20.0	444999	-22206.363	7144.3296	-14220.801	-39678.21	-22206.346	7144.3726	-14308.337	-39644.652	22066.896	65153.125	2564.4120440483093
90	-4463.5703	2268.999	-1641.8455	-9315.9375	-5954.689	3519.905	-2237.692	-11141.416	20.0	20.0	449999	-22215.408	7143.35	-14296.084	-39635.0	-22215.412	7143.3936	-14298.672	-39655.594	22073.42	66520.086	2594.4253039360046
91	-4510.4673	2322.0603	-1688.6317	-9182.662	-6040.741	2251.5007	-3150.2244	-11061.95	20.0	20.0	454999	-22220.69	7140.8965	-14271.841	-39643.13	-22220.682	7140.935	-14303.431	-39644.8	22082.857	67655.09	2624.932846069336
92	-4756.9697	2250.3584	-1709.0023	-9392.617	-9236.44	2294.7073	-4841.239	-11565.975	20.0	20.0	459999	-22226.283	7138.3823	-14267.351	-39644.74	-22226.28	7138.406	-14211.46	-39659.152	22089.115	70289.766	2654.658886909485
93	-4497.359	2288.5068	-1667.3723	-9545.919	-7136.745	3123.6155	-2253.009	-11642.266	20.0	20.0	464999	-22234.932	7138.9473	-14217.073	-39651.89	-22234.934	7138.9727	-14267.781	-39665.43	22098.146	64996.89	2684.745306968689
94	-4408.8374	2221.9922	-1627.5354	-9712.829	-6147.3237	3177.4329	-2049.9946	-10720.237	20.0	20.0	469999	-22236.934	7136.6206	-14271.01	-39655.5	-22236.928	7136.6465	-14325.863	-39637.188	22104.121	67863.92	2714.720277070999
95	-4617.638	2284.868	-1584.8992	-9220.761	-8871.17	2389.8174	-4597.936	-11905.271	20.0	20.0	474999	-22255.678	7139.416	-14220.287	-39653.92	-22255.676	7139.441	-14293.967	-39672.633	22123.389	67281.305	2745.022693872452
96	-4180.687	2195.3176	-1621.7004	-9522.123	-6923.8877	3865.8083	-2097.2058	-11863.725	20.0	20.0	479999	-22255.38	7136.728	-14301.082	-39732.05	-22255.383	7136.75	-14312.938	-39713.797	22132.82	68700.15	2775.4371569156647
97	-4585.291	2212.185	-1691.6099	-9497.091	-6820.3564	2709.5227	-3193.419	-11034.764	20.0	20.0	484999	-22256.852	7138.595	-14320.416	-39700.277	-22256.832	7138.6265	-14333.558	-39734.797	22137.209	67531.734	2805.529237985611
98	-4405.538	2160.1372	-1692.3391	-9290.861	-7021.7554	2659.3198	-3477.2363	-11146.704	20.0	20.0	489999	-22247.424	7135.712	-14296.05	-39692.754	-22247.414	7135.728	-14359.026	-39699.91	22122.473	67302.914	2835.676327943802
99	-4792.731	2377.3423	-1625.5574	-9352.223	-7717.7188	2106.1387	-3590.2556	-11571.983	20.0	20.0	494999	-22246.764	7133.286	-14294.4795	-39651.91	-22246.76	7133.303	-14320.179	-39645.484	22120.65	67257.37	2865.900598049164
100	-4266.671	2215.4768	-1625.215	-9095.264	-8526.358	2410.291	-3748.2227	-11483.636	20.0	20.0	499999	-22253.418	7137.001	-14276.838	-39726.59	-22253.426	7137.045	-14334.506	-39697.82	22137.287	63790.367	2896.106654882431
101	-4564.9917	2372.4438	-1678.575	-9332.499	-6246.1904	2596.8357	-2051.5518	-10806.8545	20.0	20.0	504999	-22239.336	7132.222	-14253.97	-39682.305	-22239.34	7132.2495	-14323.075	-39683.55	22119.855	67401.29	2926.2859897613525
102	-4484.6055	2322.8528	-1778.7979	-9383.032	-7384.8647	2584.905	-2367.1394	-11650.803	20.0	20.0	509999	-22217.842	7122.132	-14259.729	-39592.434	-22217.861	7122.1616	-14303.505	-39610.785	22100.96	66348.49	2956.4176728725433
103	-4180.913	2092.989	-1450.4944	-9089.009	-6201.462	2943.9143	-2520.08	-11427.897	20.0	20.0	514999	-22189.25	7099.1245	-14242.84	-39543.137	-22189.246	7099.1504	-14285.568	-39564.03	22071.898	66722.32	2986.665948867798
104	-4397.547	2210.5535	-1628.2794	-9420.171	-6030.972	2707.7065	-2687.7148	-10371.848	20.0	20.0	519999	-22172.084	7082.318	-14170.572	-39504.688	-22172.068	7082.348	-14237.754	-39525.582	22059.469	66100.516	3016.9849939346313
105	-4648.4	2249.4812	-1678.522	-9127.182	-7506.1865	2856.5105	-2460.5837	-10912.617	20.0	20.0	524999	-22131.408	7051.945	-14105.509	-39468.367	-22131.406	7051.971	-14168.405	-39455.645	22024.033	66552.72	3047.2484238147736
106	-4528.885	2232.6172	-1516.7706	-9109.766	-8068.3877	1892.3872	-4603.102	-10999.623	20.0	20.0	529999	-22096.732	7020.2935	-14101.392	-39328.945	-22096.715	7020.3306	-14167.141	-39325.586	21991.566	65844.61	3077.799695968628
