Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
11	-19749.19	3134.186	-10658.244	-26800.918	-6505.6904	2131.275	-4434.8364	-11534.788	20.0	20.0	54999	-899.1713	422.0688	716.50543	-2506.177	-899.1617	422.11664	773.3298	-2483.3047	-167.43373	17323.186	309.4004101753235
12	-19900.928	3236.0642	-11717.159	-26192.197	-7262.751	2934.9995	-3863.7458	-11918.419	20.0	20.0	59999	-949.57495	404.77768	646.61	-2520.223	-949.5675	404.82178	660.9062	-2502.1997	-115.218864	17390.805	337.89189982414246
13	-20090.168	2967.348	-13055.516	-26755.969	-6660.426	3044.0706	-2584.4016	-11347.823	20.0	20.0	64999	-997.8749	389.97107	565.5674	-2531.4705	-997.865	390.01672	562.99915	-2507.3018	-65.7951	17407.639	366.52145886421204
14	-19805.11	3099.191	-11514.085	-27310.852	-7653.199	2535.1838	-4129.1587	-11830.285	20.0	20.0	69999	-1039.4368	377.3737	520.133	-2514.3418	-1039.4255	377.41943	518.51154	-2496.8271	-23.656538	17591.014	395.2291798591614
15	-19912.29	3447.0845	-11344.156	-26793.805	-5893.8955	2152.2827	-2307.123	-9043.511	20.0	20.0	74999	-1078.1461	365.6773	441.06888	-2527.437	-1078.1362	365.72168	431.33176	-2503.8474	17.513412	17779.562	424.2507891654968
16	-19952.775	3156.115	-13353.576	-26831.773	-8110.6494	2821.2432	-3202.0437	-11432.529	20.0	20.0	79999	-1108.2175	358.98322	420.23492	-2528.6055	-1108.2123	359.01065	421.84457	-2502.235	47.158607	17849.7	453.1392800807953
17	-19633.355	3078.3018	-12217.152	-26202.361	-5926.071	2879.0967	-2029.9148	-10979.912	20.0	20.0	84999	-1185.9576	349.90494	371.9577	-2601.202	-1185.9357	349.96973	384.09448	-2602.5464	122.79215	17329.336	481.8419361114502
18	-19719.988	3259.707	-12680.622	-27603.072	-7099.999	3375.0764	-3153.0781	-11813.977	20.0	20.0	89999	-1472.9324	373.42078	358.4633	-3066.932	-1472.8998	373.4528	402.15692	-3069.061	390.24808	19175.113	510.1550521850586
19	-19549.332	3188.0496	-11701.909	-26408.834	-6739.846	3167.441	-2491.279	-11578.243	20.0	20.0	94999	-1821.1869	464.81976	650.8187	-3690.006	-1821.1646	464.87244	666.3158	-3692.771	705.9278	33283.055	539.3426492214203
20	-19914.078	3252.9055	-12643.046	-26357.908	-7553.0947	3296.1316	-2965.5586	-11058.015	20.0	20.0	99999	-2063.591	592.46155	1427.3779	-4137.865	-2063.5212	592.44037	1385.4113	-4127.9517	907.4786	60705.906	568.311888217926
21	-4566.15	2268.4062	-1613.2698	-9923.011	-7056.643	2456.0781	-3082.0244	-10711.887	20.0	20.0	104999	-3149.8865	1254.5187	2472.9888	-8020.844	-3150.0518	1254.3937	2376.248	-8027.01	2169.599	40228.934	598.2702231407166
22	-4499.187	2162.1008	-1667.1368	-9317.694	-6316.452	1987.3921	-3459.4656	-9848.089	20.0	20.0	109999	-5715.4766	2047.0846	-1027.3069	-12277.22	-5715.4077	2047.5636	-1006.4962	-12291.215	4944.003	30383.846	628.3631739616394
23	-4580.074	2225.51	-1662.4357	-9244.377	-5185.404	1353.9789	-2336.5698	-6758.6455	20.0	20.0	114999	-8140.843	2782.5586	-2759.0984	-16088.722	-8140.8657	2782.634	-2759.5437	-16090.366	7439.2183	37241.832	658.4262499809265
24	-4506.141	2292.938	-1526.9291	-9268.867	-6799.029	2841.2654	-1982.2091	-11951.871	20.0	20.0	119999	-10278.871	3460.474	-4406.3516	-19443.205	-10278.932	3460.4148	-4394.7363	-19434.746	9615.284	44380.27	688.5358562469482
25	-4456.9946	2219.1794	-1715.9092	-9350.953	-7946.659	2781.962	-2393.14	-11671.251	20.0	20.0	124999	-12148.443	4091.4534	-5686.8726	-22579.443	-12148.462	4091.4797	-5689.731	-22558.398	11515.312	49039.8	718.601448059082
26	-4666.8257	2217.755	-1762.1786	-9367.648	-7463.1963	2030.8873	-3879.0088	-9742.952	20.0	20.0	129999	-13799.566	4670.9243	-6964.708	-25267.15	-13799.55	4671.027	-6935.921	-25250.645	13193.918	53493.883	748.6500699520111
27	-4469.1904	2072.557	-1607.0051	-9089.981	-7658.9673	2359.4631	-4005.9795	-11498.252	20.0	20.0	134999	-15249.479	5180.709	-7875.9165	-27576.004	-15249.44	5180.84	-7861.368	-27571.373	14668.025	56730.008	778.8982660770416
28	-4294.0054	2183.0227	-1777.9275	-9921.567	-6240.874	2940.6396	-1966.4745	-11360.25	20.0	20.0	139999	-16504.223	5621.2993	-8737.214	-29542.996	-16504.19	5621.4473	-8573.923	-29554.906	15940.912	61798.33	809.5564589500427
29	-4548.068	2266.7185	-1576.9321	-9671.643	-5393.8896	2937.807	-1967.0367	-11912.656	20.0	20.0	144999	-17617.309	6012.489	-9452.228	-31489.678	-17617.256	6012.684	-9388.485	-31474.64	17080.39	64786.086	839.953094959259
30	-4805.823	2291.2236	-1605.9667	-9304.649	-6695.146	3036.4646	-2555.376	-10899.868	20.0	20.0	149999	-18611.371	6354.95	-9973.298	-33043.594	-18611.338	6355.1265	-9993.143	-33027.39	18088.67	70302.375	870.25834608078
31	-4817.7954	2331.2405	-1621.1555	-9386.888	-7632.5117	2881.9526	-3161.6917	-11729.393	20.0	20.0	154999	-19515.557	6674.0645	-10567.423	-34544.062	-19515.504	6674.237	-10504.767	-34515.055	19014.465	75277.695	900.5692579746246
32	-4615.442	2291.6575	-1779.5306	-9446.546	-6669.3735	2502.863	-2721.638	-11236.771	20.0	20.0	159999	-20291.637	6960.741	-11055.658	-35767.117	-20291.588	6960.894	-11022.402	-35750.78	19799.008	79595.89	930.5673990249634
33	-4262.84	2056.293	-1655.0354	-9157.586	-5526.573	2893.8657	-1966.002	-10934.029	20.0	20.0	164999	-20929.924	7201.851	-11465.897	-36868.12	-20929.89	7201.979	-11450.017	-36872.348	20461.227	77822.06	960.74689412117
34	-4343.414	2207.268	-1592.2484	-9417.324	-6302.2764	2716.8418	-2494.7092	-10855.328	20.0	20.0	169999	-21479.363	7415.4604	-11798.398	-37807.06	-21479.3	7415.5864	-11819.544	-37797.125	21026.516	77104.266	990.9450280666351
35	-4474.034	2270.487	-1595.6594	-9292.266	-6707.8164	2798.0654	-2479.43	-9571.418	20.0	20.0	174999	-21970.562	7604.313	-12070.187	-38732.13	-21970.527	7604.4644	-12064.553	-38703.0	21525.89	82842.53	1020.7226779460907
36	-4500.065	2301.2463	-1539.8876	-9240.857	-6533.28	3229.263	-2211.5002	-11267.937	20.0	20.0	179999	-22400.406	7776.574	-12343.052	-39367.723	-22400.354	7776.7495	-12276.643	-39350.42	21966.121	82567.734	1050.9982180595398
37	-4678.39	2263.2588	-1774.9249	-9326.078	-6486.6533	2131.0925	-3797.7178	-9757.418	20.0	20.0	184999	-22783.357	7926.0615	-12615.797	-40064.832	-22783.322	7926.2354	-12610.101	-40050.46	22365.95	86255.22	1081.4565870761871
38	-4551.573	2229.049	-1803.7478	-9435.8545	-5999.2715	1865.4872	-2703.4438	-8938.631	20.0	20.0	189999	-23104.432	8043.356	-12847.426	-40615.72	-23104.365	8043.5684	-12852.66	-40589.78	22699.059	95784.04	1112.7336180210114
39	-4547.978	2197.3462	-1508.6244	-9420.218	-7732.16	3612.0452	-2489.3586	-11810.975	20.0	20.0	194999	-23383.727	8148.115	-13057.001	-41086.914	-23383.65	8148.332	-13049.357	-41055.793	22981.607	100936.34	1142.404547214508
40	-4356.562	2256.142	-1674.6027	-9324.125	-8132.706	3244.5737	-2331.7556	-11475.332	20.0	20.0	199999	-23606.504	8236.706	-13147.886	-41476.04	-23606.438	8236.918	-13223.857	-41442.355	23218.611	96715.984	1172.3861088752747
41	-4435.631	2178.9128	-1711.5504	-9163.642	-7862.323	2134.4285	-4345.2095	-11612.896	20.0	20.0	204999	-23799.441	8314.947	-13462.996	-41921.973	-23799.357	8315.192	-13399.336	-41862.63	23424.127	101996.055	1200.9523730278015
42	-4447.465	2249.9402	-1525.5834	-9291.304	-6071.665	3275.2346	-2140.881	-11543.261	20.0	20.0	209999	-23948.832	8371.752	-13482.921	-42108.465	-23948.715	8372.063	-13465.713	-42103.38	23584.107	97436.39	1229.4514329433441
43	-4546.3623	2207.4302	-1630.0892	-9833.777	-7620.7876	2472.7974	-3824.2969	-11925.746	20.0	20.0	214999	-24098.15	8434.709	-13576.111	-42383.023	-24097.986	8435.178	-13547.922	-42364.594	23737.51	93668.984	1258.1446931362152
44	-4306.503	2072.25	-1753.9902	-9155.814	-7251.7993	2552.2324	-2782.5757	-10454.151	20.0	20.0	219999	-24186.355	8465.173	-13866.546	-42539.71	-24186.168	8465.718	-13867.763	-42552.598	23843.428	95619.664	1286.5889449119568
45	-4651.219	2276.4194	-1608.6539	-9468.431	-6703.6514	3109.8691	-2888.2947	-11364.493	20.0	20.0	224999	-24263.023	8501.481	-13957.796	-42734.824	-24262.797	8502.13	-13942.528	-42693.523	23922.574	107074.05	1314.972804069519
46	-4492.357	2172.3054	-1670.0944	-9509.037	-7636.858	2198.9194	-4048.7537	-11398.213	20.0	20.0	229999	-24332.777	8529.082	-13937.981	-42855.418	-24332.65	8529.555	-13974.097	-42816.32	24011.793	97742.14	1343.573350906372
47	-4450.8706	2081.7698	-1562.298	-9621.8955	-6173.586	2434.7554	-2026.6906	-10944.189	20.0	20.0	234999	-24368.252	8542.798	-13987.855	-42959.28	-24368.148	8543.148	-13956.467	-42925.94	24046.906	94671.234	1372.0993030071259
48	-4741.926	2291.1172	-1743.1859	-9480.755	-6957.8657	2107.4722	-1979.0988	-9167.974	20.0	20.0	239999	-24406.914	8554.635	-14051.21	-43035.92	-24406.81	8554.92	-14085.358	-42993.117	24094.496	94292.13	1400.6312489509583
49	-4399.038	2233.105	-1622.8088	-9336.151	-5845.292	2409.1685	-1974.339	-10162.67	20.0	20.0	244999	-24413.023	8562.189	-14098.477	-43033.613	-24412.938	8562.437	-14098.102	-43015.906	24107.287	91414.94	1429.1586380004883
50	-4631.3423	2212.5981	-1725.7887	-9227.052	-7890.663	2796.7278	-3540.0286	-11643.091	20.0	20.0	249999	-24398.275	8564.524	-14057.2	-43073.613	-24398.191	8564.734	-14084.814	-43028.203	24103.363	90627.35	1458.1836521625519
51	-4422.0776	2147.974	-1639.5762	-9106.343	-5411.8677	2090.8762	-2280.8425	-8426.957	20.0	20.0	254999	-24363.258	8549.648	-14084.017	-43046.766	-24363.195	8549.875	-13988.462	-42996.555	24070.64	95238.59	1486.7087318897247
52	-4590.2075	2258.0256	-1555.5719	-9418.175	-7369.831	2511.6606	-3368.2104	-11755.975	20.0	20.0	259999	-24322.021	8537.271	-14087.951	-42976.566	-24321.957	8537.471	-14028.977	-42954.246	24037.654	89116.22	1515.2290720939636
53	-4460.6216	2311.7815	-1737.0723	-9392.749	-6955.1406	3054.5688	-2215.639	-11001.161	20.0	20.0	264999	-24262.143	8517.261	-14087.79	-42914.383	-24262.072	8517.494	-14072.933	-42937.707	23986.66	92174.74	1543.8431899547577
54	-4629.135	2273.916	-1742.9265	-9448.951	-4424.832	2410.983	-2688.622	-10110.206	20.0	20.0	269999	-24202.006	8496.499	-14091.279	-42842.504	-24201.916	8496.742	-14077.157	-42824.0	23928.598	89641.42	1572.4345121383667
55	-4285.848	2127.3682	-1672.8839	-9211.872	-6208.0454	2956.453	-2431.3618	-11267.485	20.0	20.0	274999	-24130.166	8461.509	-14147.654	-42774.945	-24130.082	8461.7705	-14089.818	-42778.168	23866.7	92959.45	1601.0874381065369
56	-4407.731	2171.207	-1570.0769	-9741.043	-7333.311	2817.538	-2215.3948	-11524.02	20.0	20.0	279999	-24024.037	8414.74	-14116.91	-42605.445	-24023.953	8414.938	-14051.775	-42602.895	23767.107	87935.17	1630.0026021003723
57	-4428.197	2256.6135	-1575.9963	-9441.073	-6180.987	3549.1248	-2007.2528	-11815.731	20.0	20.0	284999	-23919.92	8366.902	-14008.536	-42437.22	-23919.861	8367.1	-13985.612	-42421.44	23672.979	89175.04	1658.4965860843658
58	-4630.577	2300.9338	-1569.7737	-9321.936	-6031.141	1722.5219	-3678.686	-8521.3125	20.0	20.0	289999	-23805.883	8316.129	-14078.501	-42327.496	-23805.79	8316.463	-14075.071	-42333.977	23569.566	87278.53	1687.1668989658356
59	-4624.551	2253.075	-1658.5021	-9227.182	-6537.213	2862.5603	-2401.4563	-10013.211	20.0	20.0	294999	-23705.658	8266.203	-14118.887	-42157.68	-23705.53	8266.591	-14073.267	-42127.164	23476.352	89773.19	1715.7814888954163
60	-4746.218	2268.1458	-1694.4684	-9350.176	-5802.9297	2828.258	-2584.6194	-11811.662	20.0	20.0	299999	-23592.87	8216.524	-14110.604	-41954.598	-23592.73	8216.953	-14057.417	-41947.23	23361.773	79048.33	1744.4370980262756
61	-4659.703	2324.204	-1717.371	-9245.777	-5829.103	2387.396	-2119.0085	-9925.496	20.0	20.0	304999	-23485.77	8164.9536	-14008.68	-41800.11	-23485.63	8165.386	-14035.087	-41781.566	23259.895	86624.07	1773.1772220134735
62	-4406.493	2247.5696	-1756.6382	-9570.666	-6728.19	2566.5767	-2612.7537	-9503.647	20.0	20.0	309999	-23364.922	8120.7666	-13977.251	-41529.42	-23364.768	8121.214	-13986.095	-41524.105	23143.344	78242.14	1801.883563041687
63	-4536.574	2245.7803	-1640.081	-9485.9795	-5888.825	2368.1514	-2481.5154	-10296.133	20.0	20.0	314999	-23221.049	8057.691	-13985.449	-41335.676	-23220.873	8058.1606	-13941.033	-41340.855	23012.969	78795.03	1830.607752084732
64	-4325.503	2164.3486	-1611.4182	-9725.268	-7079.296	2296.298	-2967.7021	-10693.738	20.0	20.0	319999	-23090.629	7990.396	-13969.494	-41140.01	-23090.504	7990.8374	-13947.742	-41155.49	22884.623	79843.29	1859.342642068863
65	-4463.6733	2285.8433	-1751.268	-9707.312	-7550.857	2951.1282	-2168.5896	-11776.172	20.0	20.0	324999	-22955.975	7925.7256	-13981.614	-40970.97	-22955.86	7926.1343	-13945.803	-40950.688	22751.938	76773.89	1888.0135469436646
66	-4372.565	2222.4377	-1629.9192	-9230.434	-6575.5303	3394.137	-2384.819	-11745.812	20.0	20.0	329999	-22826.938	7860.6504	-13938.777	-40697.28	-22826.8	7861.0596	-13921.982	-40700.555	22628.438	75495.13	1916.6970241069794
67	-4567.316	2176.52	-1624.182	-9419.589	-6970.532	2972.202	-2130.8354	-11389.411	20.0	20.0	334999	-22709.168	7789.921	-13910.4375	-40507.43	-22709.035	7790.3013	-13943.683	-40497.367	22513.588	76889.91	1945.46435213089
68	-4599.6157	2276.4934	-1653.2683	-9351.312	-6622.393	3738.8057	-2163.644	-11841.157	20.0	20.0	339999	-22615.51	7725.377	-13955.822	-40310.17	-22615.385	7725.7734	-13936.793	-40322.645	22420.871	78712.31	1974.2383501529694
69	-4445.67	2258.1272	-1720.0555	-9665.894	-7101.6914	3065.9546	-2958.617	-11851.556	20.0	20.0	344999	-22503.287	7657.2915	-13939.368	-40150.895	-22503.137	7657.687	-13934.3955	-40151.1	22315.332	67266.52	2002.928022146225
70	-4275.204	2120.8464	-1586.6456	-8844.546	-5554.0264	3052.3718	-2345.0093	-11019.877	20.0	20.0	349999	-22412.842	7597.9634	-13954.957	-39952.582	-22412.73	7598.334	-13974.477	-39939.12	22228.652	73489.4	2031.7399220466614
71	-4505.275	2238.9724	-1612.4874	-9411.6	-7184.177	3433.569	-2056.2368	-11845.349	20.0	20.0	354999	-22321.992	7534.23	-13899.942	-39772.42	-22321.863	7534.61	-13898.506	-39766.383	22142.36	75387.38	2060.418146133423
72	-4489.8516	2352.932	-1348.1761	-9808.83	-8662.393	2302.1167	-4412.8496	-11951.135	20.0	20.0	359999	-22253.506	7478.7476	-13968.268	-39687.133	-22253.4	7479.078	-13978.053	-39707.12	22071.766	73884.31	2090.252184152603
73	-4428.4854	2167.141	-1630.2871	-9059.553	-6898.0244	2775.5283	-2442.5347	-11194.715	20.0	20.0	364999	-22176.352	7423.157	-13900.493	-39494.38	-22176.215	7423.4966	-13932.109	-39472.332	22002.395	77425.47	2129.812434911728
74	-4461.5767	2239.0596	-1561.2101	-9301.555	-5865.0703	2782.0554	-2621.9336	-10481.64	20.0	20.0	369999	-22119.72	7371.5845	-13987.613	-39444.375	-22119.63	7371.917	-13988.836	-39392.184	21947.885	76816.39	2830.3228149414062
75	-4361.5693	2176.3335	-1538.8119	-9076.782	-6467.8057	2448.7917	-2651.485	-10391.589	20.0	20.0	374999	-22062.205	7320.8403	-13997.903	-39237.63	-22062.105	7321.1445	-14018.157	-39269.13	21891.021	71938.38	2860.5753071308136
76	-4255.352	2159.5596	-1631.5465	-9166.697	-7370.6797	2966.9915	-3221.1865	-11647.724	20.0	20.0	379999	-22002.951	7266.135	-14032.647	-39165.598	-22002.828	7266.4526	-14010.329	-39187.414	21838.521	69741.305	2890.4351410865784
77	-4617.443	2236.0603	-1596.246	-9266.978	-6706.6562	2816.31	-2764.4578	-10935.801	20.0	20.0	384999	-21961.697	7222.197	-14028.0	-39106.727	-21961.627	7222.451	-14055.01	-39110.703	21794.225	69672.91	2920.400015115738
78	-4545.759	2323.525	-1637.9398	-9341.717	-6730.082	3085.6697	-3113.332	-11720.813	20.0	20.0	389999	-21934.867	7177.591	-14098.478	-38915.01	-21934.768	7177.883	-14111.958	-38939.85	21769.934	67616.73	2950.451863050461
79	-4599.16	2336.3118	-1671.303	-9374.628	-8427.623	2366.4717	-2419.9583	-10819.28	20.0	20.0	394999	-21903.191	7130.33	-14136.298	-38896.133	-21903.078	7130.5845	-14115.802	-38888.47	21741.121	68481.52	2980.3725440502167
80	-4720.134	2314.8062	-1549.3289	-9236.913	-7223.5557	1994.2834	-4898.3857	-10126.855	20.0	20.0	399999	-21883.83	7090.3853	-14059.826	-38758.31	-21883.764	7090.6846	-14155.141	-38776.133	21725.725	69723.38	3009.673893928528
81	-4413.4453	2142.5225	-1618.9307	-9168.423	-6113.761	3190.082	-2173.0137	-11661.964	20.0	20.0	404999	-21852.414	7046.012	-14155.01	-38672.258	-21852.332	7046.272	-14238.148	-38702.637	21699.207	66658.78	3038.4941601753235
82	-4584.775	2225.0613	-1765.3672	-9416.373	-7593.6787	2365.4949	-3621.8494	-10462.252	20.0	20.0	409999	-21822.736	6999.112	-14118.356	-38605.312	-21822.65	6999.3403	-14215.287	-38620.81	21667.705	69881.48	3067.302536010742
83	-4876.704	2350.5095	-1717.0494	-9319.365	-6189.5957	2033.6808	-3043.4983	-9537.936	20.0	20.0	414999	-21820.809	6964.167	-14176.87	-38534.227	-21820.719	6964.405	-14239.362	-38544.36	21671.332	64714.508	3096.0507159233093
84	-4715.0054	2312.0378	-1764.6832	-9442.137	-7568.5845	2709.6143	-3307.256	-11383.706	20.0	20.0	419999	-21810.71	6924.8335	-14277.842	-38438.9	-21810.646	6925.075	-14246.366	-38488.617	21666.896	62030.516	3124.85857796669
85	-4494.5225	2289.1765	-1476.0809	-9533.904	-4924.204	2132.0034	-2568.0693	-9042.914	20.0	20.0	424999	-21802.215	6886.6978	-14332.619	-38405.55	-21802.152	6886.8926	-14362.2705	-38489.527	21660.111	62435.586	3153.7514939308167
86	-4397.1465	2270.5474	-1601.7703	-9624.008	-8215.781	3137.4146	-2471.7214	-11789.439	20.0	20.0	429999	-21776.578	6840.3843	-14342.179	-38292.54	-21776.514	6840.615	-14355.041	-38330.305	21627.996	62373.566	3182.60093998909
87	-4467.846	2093.6594	-1665.7068	-9412.437	-5331.554	2321.4465	-2375.2463	-9397.135	20.0	20.0	434999	-21755.053	6797.4126	-14336.143	-38262.67	-21755.006	6797.626	-14395.292	-38239.566	21618.145	62511.246	3215.762314081192
88	-4517.4326	2313.7156	-1754.4238	-9504.836	-7163.8306	1919.9762	-4255.404	-11584.631	20.0	20.0	439999	-21742.11	6752.975	-14332.926	-38143.773	-21742.04	6753.186	-14360.033	-38150.094	21607.367	60209.176	3249.0773701667786
89	-4635.764	2272.6448	-1639.6835	-9483.587	-8343.438	2423.8381	-3923.9941	-11696.224	20.0	20.0	444999	-21729.705	6716.2085	-14384.481	-38015.47	-21729.654	6716.391	-14409.23	-38088.363	21597.008	58709.992	3285.36616396904
90	-4486.398	2268.9097	-1676.6506	-9297.468	-5954.689	3519.905	-2237.692	-11141.416	20.0	20.0	449999	-21708.469	6675.051	-14413.693	-37979.742	-21708.412	6675.251	-14435.98	-38036.227	21573.85	59481.895	3326.0174400806427
91	-4534.5127	2320.1523	-1718.74	-9217.044	-6040.741	2251.5007	-3150.2244	-11061.95	20.0	20.0	454999	-21676.934	6624.4165	-14374.619	-37864.484	-21676.889	6624.607	-14430.36	-37892.016	21546.387	60538.754	3365.80038189888
92	-4778.454	2253.8445	-1729.984	-9419.848	-9236.44	2294.7073	-4841.239	-11565.975	20.0	20.0	459999	-21639.926	6573.1675	-14396.079	-37709.902	-21639.87	6573.3394	-14409.025	-37737.266	21510.762	62546.31	3402.531532049179
93	-4519.3667	2287.8286	-1696.5575	-9575.006	-7136.745	3123.6155	-2253.009	-11642.266	20.0	20.0	464999	-21606.748	6529.512	-14394.947	-37598.742	-21606.71	6529.666	-14374.442	-37622.0	21479.092	57177.273	3433.814614057541
94	-4430.45	2220.8323	-1634.5815	-9734.32	-6147.3237	3177.4329	-2049.9946	-10720.237	20.0	20.0	469999	-21566.566	6485.5337	-14409.624	-37491.105	-21566.506	6485.6724	-14452.119	-37546.793	21443.018	59434.234	3463.8447539806366
95	-4639.769	2281.1604	-1602.4474	-9170.312	-8871.17	2389.8174	-4597.936	-11905.271	20.0	20.0	474999	-21538.98	6448.097	-14376.67	-37380.938	-21538.95	6448.223	-14420.24	-37392.09	21416.889	58178.176	3493.9265520572662
96	-4202.5	2192.2747	-1609.7554	-9520.096	-6923.8877	3865.8083	-2097.2058	-11863.725	20.0	20.0	479999	-21494.08	6407.1357	-14366.537	-37264.715	-21494.035	6407.247	-14414.831	-37307.477	21380.691	59123.85	3523.9194750785828
97	-4604.3765	2208.1548	-1717.3394	-9466.305	-6820.3564	2709.5227	-3193.419	-11034.764	20.0	20.0	484999	-21448.348	6367.17	-14306.538	-37253.324	-21448.322	6367.329	-14381.076	-37266.65	21337.934	57768.434	3554.002961874008
98	-4428.8423	2160.675	-1716.6975	-9274.726	-7021.7554	2659.3198	-3477.2363	-11146.704	20.0	20.0	489999	-21393.031	6321.1104	-14338.214	-37013.902	-21393.004	6321.2134	-14395.672	-37042.824	21277.385	57144.68	3584.0791590213776
99	-4814.2217	2375.935	-1646.8606	-9269.465	-7717.7188	2106.1387	-3590.2556	-11571.983	20.0	20.0	494999	-21344.598	6275.6235	-14280.043	-36896.637	-21344.54	6275.7383	-14331.523	-36918.926	21228.238	56728.14	3615.6484961509705
100	-4286.7334	2214.2695	-1664.9546	-9131.966	-8526.358	2410.291	-3748.2227	-11483.636	20.0	20.0	499999	-21308.219	6235.347	-14184.0625	-36838.836	-21308.193	6235.4824	-14321.928	-36831.72	21202.102	53747.355	3645.8590772151947
101	-4586.097	2370.4275	-1698.023	-9366.061	-6246.1904	2596.8357	-2051.5518	-10806.8545	20.0	20.0	504999	-21263.984	6193.828	-14277.267	-36633.703	-21263.95	6193.936	-14296.981	-36664.543	21155.84	56644.17	3676.0344178676605
102	-4504.729	2320.4014	-1778.9152	-9325.23	-7384.8647	2584.905	-2367.1394	-11650.803	20.0	20.0	509999	-21215.016	6154.268	-14288.805	-36528.19	-21214.986	6154.396	-14307.06	-36545.824	21107.584	55175.086	3706.305449962616
103	-4198.7686	2093.7412	-1505.0812	-9112.268	-6201.462	2943.9143	-2520.08	-11427.897	20.0	20.0	514999	-21166.56	6108.083	-14187.55	-36443.992	-21166.543	6108.1963	-14243.927	-36483.16	21059.951	55907.266	3736.6023218631744
104	-4419.3184	2210.0042	-1696.1831	-9400.116	-6030.972	2707.7065	-2687.7148	-10371.848	20.0	20.0	519999	-21132.734	6073.2085	-14209.132	-36307.645	-21132.697	6073.325	-14252.58	-36318.344	21029.229	55016.027	3767.284013032913
105	-4671.086	2245.8877	-1682.2915	-9164.3	-7506.1865	2856.5105	-2460.5837	-10912.617	20.0	20.0	524999	-21084.322	6032.9014	-14167.745	-36182.004	-21084.29	6032.993	-14186.302	-36172.938	20984.182	54886.324	3797.6300411224365
106	-4553.6294	2231.2239	-1535.4811	-9159.088	-8068.3877	1892.3872	-4603.102	-10999.623	20.0	20.0	529999	-21057.373	5998.8237	-14245.16	-36056.594	-21057.365	5998.952	-14236.552	-36081.637	20959.447	55373.26	3828.112815141678
